Summary,Dominant Topic
tapecua mountains .,7
accidentally shot anti-aircraft fire .,8
penetrating thunderstorm massive amounts water cause engine lose power . although engines restarted crew could recover field . engine failure due massive ingestion water engines . crew error . unwise decision enter area thunderstorms . critical weather disseminated .,3
struck mountain .,7
missed approach fog rain . atc failure track termination radar service advise impending danger .,1
"two libyan mig concealed radar detection flying closely dc-9 . discovered , attempt made either french us intercept migs . believed shot fired migs accidentally struck itavia 870. exploded island ustica . report released 1994 stated new evidence pointed explosive device aboard causing crash .",3
burned field 2 minutes takeoff . windshear .,1
continued vfr adverse weather conditions .,8
collided trees initial climb due engine failure . substantial loss power left engine critical point takeoff failure pilot establish minimum drag configuration degraded marginal single-engine climb performance . loss power resulted seizure turbocharger following progressive failure turbine wheel blades initiated foreign object ingestion occurred previous detected maintenance engine 4 days accident .,3
"flew vortex wake b727 , lost control .",5
mountain poor visibility .,1
struck hill taking climbing fog shrouded valley . continued vfr adverse weather conditions,8
"continued vfr adverse weather conditions . windshield wipers , unreliable attitude indicator inoperative turn needle .",1
"touched water 1,000 ft. short runway .",9
shortly taking .,0
slamed mountain approach .,1
two passengers sucked tire exploded wheel well causing damage fuselage .,9
"stalled , shortly taking .",9
"experienced fire aft compartment 6 minutes taking rilyadh . returned airport landed delay evacuating , aboard killed smoke fire . half minute landing captain decided order emergency evacuation . landed , stop immediately instead proceeded make normal landing delaying fire equipment putting fire . took full twenty-three minutes touchdown doors opened . failure captain prepare cabin crew immediate evacuation upon landing failure making maximum stop landing runway , immediate evacuation .",3
"section tail separated swamp . broken spigot fitting , part elevator torque tube assembly . part repaced required .",9
struck lightning,7
wing separated led loss control . wing attachment bolts failed turbulence .,9
"atlantiocean 3.5 nm sw west end settlement low ceiling thunderstorm activity . cause unable determined . contributing factors include thunderstorm activity , malfunctioning pitot tube improper supervision airline management .",3
takeoff losing one engine .,3
desert taking . report in-flight fire .,2
shortly taking .,0
mountain .,7
shot afghan guerrilla forces prepared land .,1
"experienced engine failure final approach collided electronitowers . inadequate maintenance inspection fuel system , filters , strainers screens .",9
engine failure .,3
descended excessive sink rate banked angle ground prepared land cairo airport .,9
undershot runway landing fog . crew error .,8
"mountain 9,500 ft. descending land . continued vfr deteriorating weather low altitude mountainous area .",7
entered steep bank shortly takeoff . complete engine failure/flameout no.1 engine . powerplant failure undetermined reasons . pilot-in-command failed obtain/maintain flying speed . improper emergency procedures,2
final approach came rest water . elevator assembly detached due missing bolt .,9
"pilot misjudged altitude snow , gusting winds dark night .",1
mountains .,0
jungle mountain peak . flying vfr meteorological conditions minima .,7
"instrument approach , descended 3,500 ft. impacted rising terrain became airborne , went hilltop came rest 1,380 ft. . fire started area right engine spread throughout fuselage . premature descent minimum descent altitude based flightcrew 's use incorrect distance measuring equipment frequency flightcrew 's subsequent failure remain mda .",9
"pilot transmitted runway slight short runway . rain , snow turbulence thunderstorms area .",9
shortly taking approximately 10 north leningrad .,0
final approach encountering windshear . pilot briefed possibility turbulence windshear fss personnel .,1
"rain , fog , windshear . pilot distracted result major electrical system failure . undetected deviation flightpath .",9
main rotor disk failed fatigue fracture attempting land .,9
tug boat barges approach heavy rain wind broke two .,4
failed obtain flying speed takeoff . airframe icing . pitot heat .,2
"military transport subibay , 15 west-northwest cubi point naval air station taken hour earlier approach land . witnesses saw flying low altitude crashing exploding flames .",8
"flew ground rain , snow low visibility . six minutes accident pilot radioed weather pass getting lower lower . continued vfr adverse weather .",7
"taking , one engines failed climbing ft. , plunged earth exploded flames .",3
hit ground short runway snow fog .,9
separation propeller blade caused forced landing resulting crashing burining .,3
"lost engine go around , began climb , entered steep left bank . engine failure unknown reasons .",2
flew ground trying avoid bad weather .,1
"climbing 3,800 ft. , loon collided penetrating windshield . copilot killed captain sustained serious injuries . debris windshield ingested no.2 engine shut . pilot returned airport successful emergency landing .",3
"midair collision occurred 2 nm east-southeast loveland , colorado 13,000 .. two killed 3 injured cessna 13 killed jetstream . failure cessna pilot establish communications denver center climbing controlled airspace 12,500 without authorized transponder . contributing factor fact existing regulations prohibit parachute jumping immediately adjacent federal airways .",3
